id,username,password,city
2777,user2777,pass2777,Padang
2778,user2778,pass2778,Gorontalo
2779,user2779,pass2779,Denpasar
2780,user2780,pass2780,Manokwari
2781,user2781,pass2781,Semarang
2782,user2782,pass2782,Sofifi
2783,user2783,pass2783,Pontianak
2784,user2784,pass2784,Samarinda
2785,user2785,pass2785,Mamuju
2786,user2786,pass2786,Yogyakarta
2787,user2787,pass2787,Sofifi
2788,user2788,pass2788,Serang
2789,user2789,pass2789,Mataram
2790,user2790,pass2790,Palangkaraya
2791,user2791,pass2791,Palu
2792,user2792,pass2792,Pangkal Pinang
2793,user2793,pass2793,Semarang
2794,user2794,pass2794,Samarinda
2795,user2795,pass2795,Wanggar
2796,user2796,pass2796,Mataram
2797,user2797,pass2797,Padang
2798,user2798,pass2798,Samarinda
2799,user2799,pass2799,Bandar Lampung
2800,user2800,pass2800,Medan
2801,user2801,pass2801,Serang
2802,user2802,pass2802,Tanjung Selor
2803,user2803,pass2803,Gorontalo
2804,user2804,pass2804,Tanjung Selor
2805,user2805,pass2805,Manokwari
2806,user2806,pass2806,Palangkaraya
2807,user2807,pass2807,Banjarmasin
2808,user2808,pass2808,Makassar
2809,user2809,pass2809,Samarinda
2810,user2810,pass2810,Samarinda
2811,user2811,pass2811,Bandar Lampung
2812,user2812,pass2812,Gorontalo
2813,user2813,pass2813,Manokwari
2814,user2814,pass2814,Palangkaraya
2815,user2815,pass2815,Walesi
2816,user2816,pass2816,Kupang
2817,user2817,pass2817,Sofifi
2818,user2818,pass2818,Ambon
2819,user2819,pass2819,Pangkal Pinang
2820,user2820,pass2820,Palu
2821,user2821,pass2821,Jambi
2822,user2822,pass2822,Palembang
2823,user2823,pass2823,Surabaya
2824,user2824,pass2824,Mamuju
2825,user2825,pass2825,Padang
2826,user2826,pass2826,Serang
2827,user2827,pass2827,Banjarmasin
2828,user2828,pass2828,Ambon
2829,user2829,pass2829,Padang
2830,user2830,pass2830,Tanjung Selor
2831,user2831,pass2831,Jambi
2832,user2832,pass2832,Jakarta
2833,user2833,pass2833,Palembang
2834,user2834,pass2834,Samarinda
2835,user2835,pass2835,Pontianak
2836,user2836,pass2836,Semarang
2837,user2837,pass2837,Surabaya
2838,user2838,pass2838,Pangkal Pinang
2839,user2839,pass2839,Medan
2840,user2840,pass2840,Semarang
2841,user2841,pass2841,Tanjung Pinang
2842,user2842,pass2842,Palembang
2843,user2843,pass2843,Padang
2844,user2844,pass2844,Palu
2845,user2845,pass2845,Bandar Lampung
2846,user2846,pass2846,Gorontalo
2847,user2847,pass2847,Yogyakarta
2848,user2848,pass2848,Medan
2849,user2849,pass2849,Gorontalo
2850,user2850,pass2850,Sorong
2851,user2851,pass2851,Ambon
2852,user2852,pass2852,Palangkaraya
2853,user2853,pass2853,Palu
2854,user2854,pass2854,Salor
2855,user2855,pass2855,Ambon
2856,user2856,pass2856,Sorong
2857,user2857,pass2857,Banjarmasin
2858,user2858,pass2858,Ambon
2859,user2859,pass2859,Sorong
2860,user2860,pass2860,Padang
2861,user2861,pass2861,Banjarmasin
2862,user2862,pass2862,Banda Aceh
2863,user2863,pass2863,Ambon
2864,user2864,pass2864,Medan
2865,user2865,pass2865,Wanggar
2866,user2866,pass2866,Manado
2867,user2867,pass2867,Kupang
2868,user2868,pass2868,Kendari
2869,user2869,pass2869,Palu
2870,user2870,pass2870,Padang
2871,user2871,pass2871,Bengkulu
2872,user2872,pass2872,Pangkal Pinang
2873,user2873,pass2873,Kendari
2874,user2874,pass2874,Jakarta
2875,user2875,pass2875,Salor
2876,user2876,pass2876,Bandar Lampung
2877,user2877,pass2877,Semarang
2878,user2878,pass2878,Palangkaraya
2879,user2879,pass2879,Palangkaraya
2880,user2880,pass2880,Yogyakarta
2881,user2881,pass2881,Manokwari
2882,user2882,pass2882,Samarinda
2883,user2883,pass2883,Pangkal Pinang
2884,user2884,pass2884,Bandar Lampung
2885,user2885,pass2885,Palembang
2886,user2886,pass2886,Tanjung Pinang
2887,user2887,pass2887,Bengkulu
2888,user2888,pass2888,Samarinda
2889,user2889,pass2889,Bengkulu
2890,user2890,pass2890,Walesi
2891,user2891,pass2891,Tanjung Selor
2892,user2892,pass2892,Medan
2893,user2893,pass2893,Pontianak
2894,user2894,pass2894,Medan
2895,user2895,pass2895,Palu
2896,user2896,pass2896,Serang
2897,user2897,pass2897,Ambon
2898,user2898,pass2898,Denpasar
2899,user2899,pass2899,Surabaya
2900,user2900,pass2900,Denpasar
2901,user2901,pass2901,Palembang
2902,user2902,pass2902,Manokwari
2903,user2903,pass2903,Wanggar
2904,user2904,pass2904,Walesi
2905,user2905,pass2905,Gorontalo
2906,user2906,pass2906,Wanggar
2907,user2907,pass2907,Bandar Lampung
2908,user2908,pass2908,Tanjung Pinang
2909,user2909,pass2909,Pekanbaru
2910,user2910,pass2910,Bandar Lampung
2911,user2911,pass2911,Wanggar
2912,user2912,pass2912,Gorontalo
2913,user2913,pass2913,Pangkal Pinang
2914,user2914,pass2914,Manokwari
2915,user2915,pass2915,Serang
2916,user2916,pass2916,Manado
2917,user2917,pass2917,Pekanbaru
2918,user2918,pass2918,Palangkaraya
2919,user2919,pass2919,Yogyakarta
2920,user2920,pass2920,Pontianak
2921,user2921,pass2921,Ambon
2922,user2922,pass2922,Ambon
2923,user2923,pass2923,Semarang
2924,user2924,pass2924,Semarang
2925,user2925,pass2925,Tanjung Pinang
2926,user2926,pass2926,Bandar Lampung
2927,user2927,pass2927,Gorontalo
2928,user2928,pass2928,Palembang
2929,user2929,pass2929,Ambon
2930,user2930,pass2930,Jakarta
2931,user2931,pass2931,Bandung
2932,user2932,pass2932,Medan
2933,user2933,pass2933,Kupang
2934,user2934,pass2934,Makassar
2935,user2935,pass2935,Mataram
2936,user2936,pass2936,Sorong
2937,user2937,pass2937,Manado
2938,user2938,pass2938,Gorontalo
2939,user2939,pass2939,Bandar Lampung
2940,user2940,pass2940,Banjarmasin
2941,user2941,pass2941,Bandung
2942,user2942,pass2942,Pangkal Pinang
2943,user2943,pass2943,Tanjung Selor
2944,user2944,pass2944,Jayapura
2945,user2945,pass2945,Manado
2946,user2946,pass2946,Jambi
2947,user2947,pass2947,Manado
2948,user2948,pass2948,Walesi
2949,user2949,pass2949,Gorontalo
2950,user2950,pass2950,Pontianak
2951,user2951,pass2951,Pangkal Pinang
2952,user2952,pass2952,Yogyakarta
2953,user2953,pass2953,Kendari
2954,user2954,pass2954,Serang
2955,user2955,pass2955,Serang
2956,user2956,pass2956,Serang
2957,user2957,pass2957,Mataram
2958,user2958,pass2958,Banjarmasin
2959,user2959,pass2959,Bandar Lampung
2960,user2960,pass2960,Kendari
2961,user2961,pass2961,Makassar
2962,user2962,pass2962,Kupang
2963,user2963,pass2963,Bandung
2964,user2964,pass2964,Denpasar
2965,user2965,pass2965,Tanjung Selor
2966,user2966,pass2966,Manokwari
2967,user2967,pass2967,Kendari
2968,user2968,pass2968,Palangkaraya
2969,user2969,pass2969,Mataram
2970,user2970,pass2970,Banjarmasin
2971,user2971,pass2971,Sofifi
2972,user2972,pass2972,Jambi
2973,user2973,pass2973,Manado
2974,user2974,pass2974,Semarang
2975,user2975,pass2975,Banda Aceh
2976,user2976,pass2976,Jambi
2977,user2977,pass2977,Tanjung Selor
2978,user2978,pass2978,Manokwari
2979,user2979,pass2979,Sofifi
2980,user2980,pass2980,Mamuju
2981,user2981,pass2981,Yogyakarta
2982,user2982,pass2982,Pangkal Pinang
2983,user2983,pass2983,Banjarmasin
2984,user2984,pass2984,Jakarta
2985,user2985,pass2985,Jambi
2986,user2986,pass2986,Tanjung Pinang
2987,user2987,pass2987,Bengkulu
2988,user2988,pass2988,Serang
2989,user2989,pass2989,Medan
2990,user2990,pass2990,Pangkal Pinang
2991,user2991,pass2991,Banjarmasin
2992,user2992,pass2992,Bengkulu
2993,user2993,pass2993,Gorontalo
2994,user2994,pass2994,Padang
2995,user2995,pass2995,Samarinda
2996,user2996,pass2996,Wanggar
2997,user2997,pass2997,Sorong
2998,user2998,pass2998,Bengkulu
2999,user2999,pass2999,Salor
3000,user3000,pass3000,Kupang
3001,user3001,pass3001,Walesi
3002,user3002,pass3002,Samarinda
3003,user3003,pass3003,Jayapura
3004,user3004,pass3004,Semarang
3005,user3005,pass3005,Banda Aceh
3006,user3006,pass3006,Palembang
3007,user3007,pass3007,Jambi
3008,user3008,pass3008,Medan
3009,user3009,pass3009,Salor
3010,user3010,pass3010,Sorong
3011,user3011,pass3011,Banjarmasin
3012,user3012,pass3012,Samarinda
3013,user3013,pass3013,Samarinda
3014,user3014,pass3014,Bandar Lampung
3015,user3015,pass3015,Bandar Lampung
3016,user3016,pass3016,Gorontalo
3017,user3017,pass3017,Yogyakarta
3018,user3018,pass3018,Salor
3019,user3019,pass3019,Bengkulu
3020,user3020,pass3020,Jayapura
3021,user3021,pass3021,Semarang
3022,user3022,pass3022,Sorong
3023,user3023,pass3023,Pontianak
3024,user3024,pass3024,Manokwari
3025,user3025,pass3025,Makassar
3026,user3026,pass3026,Sorong
3027,user3027,pass3027,Kendari
3028,user3028,pass3028,Bandung
3029,user3029,pass3029,Pekanbaru
3030,user3030,pass3030,Serang
3031,user3031,pass3031,Jayapura
3032,user3032,pass3032,Padang
3033,user3033,pass3033,Pontianak
3034,user3034,pass3034,Wanggar
3035,user3035,pass3035,Samarinda
3036,user3036,pass3036,Bengkulu
3037,user3037,pass3037,Pangkal Pinang
3038,user3038,pass3038,Kupang
3039,user3039,pass3039,Wanggar
3040,user3040,pass3040,Ambon
3041,user3041,pass3041,Jayapura
3042,user3042,pass3042,Kupang
3043,user3043,pass3043,Pangkal Pinang
3044,user3044,pass3044,Semarang
3045,user3045,pass3045,Jayapura
3046,user3046,pass3046,Denpasar
3047,user3047,pass3047,Semarang
3048,user3048,pass3048,Jakarta
3049,user3049,pass3049,Tanjung Selor
3050,user3050,pass3050,Palu
3051,user3051,pass3051,Yogyakarta
3052,user3052,pass3052,Banda Aceh
3053,user3053,pass3053,Serang
3054,user3054,pass3054,Pangkal Pinang
3055,user3055,pass3055,Bengkulu
3056,user3056,pass3056,Mataram
3057,user3057,pass3057,Banda Aceh
3058,user3058,pass3058,Bandung
3059,user3059,pass3059,Sorong
3060,user3060,pass3060,Ambon
3061,user3061,pass3061,Pontianak
3062,user3062,pass3062,Palembang
3063,user3063,pass3063,Salor
3064,user3064,pass3064,Tanjung Pinang
3065,user3065,pass3065,Samarinda
3066,user3066,pass3066,Sorong
3067,user3067,pass3067,Sofifi
3068,user3068,pass3068,Palu
3069,user3069,pass3069,Palu
3070,user3070,pass3070,Palu
3071,user3071,pass3071,Walesi
3072,user3072,pass3072,Palembang
3073,user3073,pass3073,Padang
3074,user3074,pass3074,Palembang
3075,user3075,pass3075,Palembang
3076,user3076,pass3076,Banjarmasin
3077,user3077,pass3077,Jambi
3078,user3078,pass3078,Bengkulu
3079,user3079,pass3079,Banjarmasin
3080,user3080,pass3080,Gorontalo
3081,user3081,pass3081,Bengkulu
3082,user3082,pass3082,Sofifi
3083,user3083,pass3083,Banjarmasin
3084,user3084,pass3084,Manokwari
3085,user3085,pass3085,Pekanbaru
3086,user3086,pass3086,Denpasar
3087,user3087,pass3087,Jayapura
3088,user3088,pass3088,Banjarmasin
3089,user3089,pass3089,Bandung
3090,user3090,pass3090,Wanggar
3091,user3091,pass3091,Mamuju
3092,user3092,pass3092,Sofifi
3093,user3093,pass3093,Pekanbaru
3094,user3094,pass3094,Walesi
3095,user3095,pass3095,Palangkaraya
3096,user3096,pass3096,Padang
3097,user3097,pass3097,Bengkulu
3098,user3098,pass3098,Jayapura
3099,user3099,pass3099,Pontianak
3100,user3100,pass3100,Pangkal Pinang
3101,user3101,pass3101,Banjarmasin
3102,user3102,pass3102,Bandar Lampung
3103,user3103,pass3103,Wanggar
3104,user3104,pass3104,Makassar
3105,user3105,pass3105,Denpasar
3106,user3106,pass3106,Samarinda
3107,user3107,pass3107,Walesi
3108,user3108,pass3108,Palangkaraya
3109,user3109,pass3109,Gorontalo
3110,user3110,pass3110,Serang
3111,user3111,pass3111,Bengkulu
3112,user3112,pass3112,Kendari
3113,user3113,pass3113,Tanjung Pinang
3114,user3114,pass3114,Palu
3115,user3115,pass3115,Bandar Lampung
3116,user3116,pass3116,Serang
3117,user3117,pass3117,Pangkal Pinang
3118,user3118,pass3118,Denpasar
3119,user3119,pass3119,Bandung
3120,user3120,pass3120,Medan
3121,user3121,pass3121,Gorontalo
3122,user3122,pass3122,Jayapura
3123,user3123,pass3123,Sofifi
3124,user3124,pass3124,Manado
3125,user3125,pass3125,Tanjung Selor
3126,user3126,pass3126,Bandar Lampung
3127,user3127,pass3127,Yogyakarta
3128,user3128,pass3128,Pekanbaru
3129,user3129,pass3129,Jakarta
3130,user3130,pass3130,Mamuju
3131,user3131,pass3131,Jakarta
3132,user3132,pass3132,Samarinda
3133,user3133,pass3133,Wanggar
3134,user3134,pass3134,Sofifi
3135,user3135,pass3135,Sorong
3136,user3136,pass3136,Padang
3137,user3137,pass3137,Bengkulu
3138,user3138,pass3138,Makassar
3139,user3139,pass3139,Palu
3140,user3140,pass3140,Pangkal Pinang
3141,user3141,pass3141,Pangkal Pinang
3142,user3142,pass3142,Ambon
3143,user3143,pass3143,Makassar
3144,user3144,pass3144,Mataram
3145,user3145,pass3145,Sorong
3146,user3146,pass3146,Palu
3147,user3147,pass3147,Tanjung Pinang
3148,user3148,pass3148,Surabaya
3149,user3149,pass3149,Jambi
3150,user3150,pass3150,Gorontalo
3151,user3151,pass3151,Jayapura
3152,user3152,pass3152,Semarang
3153,user3153,pass3153,Padang
3154,user3154,pass3154,Surabaya
3155,user3155,pass3155,Yogyakarta
3156,user3156,pass3156,Banda Aceh
3157,user3157,pass3157,Jakarta
3158,user3158,pass3158,Manokwari
3159,user3159,pass3159,Pontianak
3160,user3160,pass3160,Banjarmasin
3161,user3161,pass3161,Ambon
3162,user3162,pass3162,Wanggar
3163,user3163,pass3163,Kendari
3164,user3164,pass3164,Manado
3165,user3165,pass3165,Kupang
3166,user3166,pass3166,Banjarmasin
3167,user3167,pass3167,Jayapura
3168,user3168,pass3168,Bengkulu
3169,user3169,pass3169,Denpasar
3170,user3170,pass3170,Manado
3171,user3171,pass3171,Serang
3172,user3172,pass3172,Banjarmasin
3173,user3173,pass3173,Palu
3174,user3174,pass3174,Pangkal Pinang
3175,user3175,pass3175,Bandar Lampung
3176,user3176,pass3176,Palu
3177,user3177,pass3177,Surabaya
3178,user3178,pass3178,Jambi
3179,user3179,pass3179,Bandar Lampung
3180,user3180,pass3180,Bengkulu
3181,user3181,pass3181,Banda Aceh
3182,user3182,pass3182,Medan
3183,user3183,pass3183,Salor
3184,user3184,pass3184,Sofifi
3185,user3185,pass3185,Manokwari
3186,user3186,pass3186,Jayapura
3187,user3187,pass3187,Padang
3188,user3188,pass3188,Manokwari
3189,user3189,pass3189,Gorontalo
3190,user3190,pass3190,Wanggar
3191,user3191,pass3191,Pekanbaru
3192,user3192,pass3192,Samarinda
3193,user3193,pass3193,Semarang
3194,user3194,pass3194,Bengkulu
3195,user3195,pass3195,Bandar Lampung
3196,user3196,pass3196,Tanjung Selor
3197,user3197,pass3197,Tanjung Selor
3198,user3198,pass3198,Denpasar
3199,user3199,pass3199,Jayapura
3200,user3200,pass3200,Surabaya
3201,user3201,pass3201,Bandar Lampung
3202,user3202,pass3202,Walesi
3203,user3203,pass3203,Mamuju
3204,user3204,pass3204,Manokwari
3205,user3205,pass3205,Jakarta
3206,user3206,pass3206,Bengkulu
3207,user3207,pass3207,Wanggar
3208,user3208,pass3208,Salor
3209,user3209,pass3209,Banda Aceh
3210,user3210,pass3210,Jakarta
3211,user3211,pass3211,Pangkal Pinang
3212,user3212,pass3212,Pontianak
3213,user3213,pass3213,Padang
3214,user3214,pass3214,Sofifi
3215,user3215,pass3215,Bengkulu
3216,user3216,pass3216,Jakarta
3217,user3217,pass3217,Ambon
3218,user3218,pass3218,Sofifi
3219,user3219,pass3219,Pontianak
3220,user3220,pass3220,Mamuju
3221,user3221,pass3221,Banjarmasin
3222,user3222,pass3222,Sorong
3223,user3223,pass3223,Bengkulu
3224,user3224,pass3224,Sorong
3225,user3225,pass3225,Tanjung Selor
3226,user3226,pass3226,Tanjung Pinang
3227,user3227,pass3227,Mataram
3228,user3228,pass3228,Mataram
3229,user3229,pass3229,Bandar Lampung
3230,user3230,pass3230,Medan
3231,user3231,pass3231,Walesi
3232,user3232,pass3232,Banda Aceh
3233,user3233,pass3233,Jambi
3234,user3234,pass3234,Jambi
3235,user3235,pass3235,Ambon
3236,user3236,pass3236,Jambi
3237,user3237,pass3237,Yogyakarta
3238,user3238,pass3238,Palangkaraya
3239,user3239,pass3239,Palangkaraya
3240,user3240,pass3240,Pekanbaru
3241,user3241,pass3241,Bandar Lampung
3242,user3242,pass3242,Palangkaraya
3243,user3243,pass3243,Palangkaraya
3244,user3244,pass3244,Tanjung Selor
3245,user3245,pass3245,Palangkaraya
3246,user3246,pass3246,Banjarmasin
3247,user3247,pass3247,Denpasar
3248,user3248,pass3248,Palangkaraya
3249,user3249,pass3249,Banjarmasin
3250,user3250,pass3250,Palangkaraya
3251,user3251,pass3251,Banda Aceh
3252,user3252,pass3252,Pontianak
3253,user3253,pass3253,Tanjung Selor
3254,user3254,pass3254,Bandung
3255,user3255,pass3255,Banda Aceh
3256,user3256,pass3256,Denpasar
3257,user3257,pass3257,Jambi
3258,user3258,pass3258,Bengkulu
3259,user3259,pass3259,Pontianak
3260,user3260,pass3260,Pekanbaru
3261,user3261,pass3261,Bandar Lampung
3262,user3262,pass3262,Salor
3263,user3263,pass3263,Banda Aceh
3264,user3264,pass3264,Wanggar
3265,user3265,pass3265,Pontianak
3266,user3266,pass3266,Ambon
3267,user3267,pass3267,Palembang
3268,user3268,pass3268,Samarinda
3269,user3269,pass3269,Serang
3270,user3270,pass3270,Bengkulu
3271,user3271,pass3271,Mamuju
3272,user3272,pass3272,Salor
3273,user3273,pass3273,Makassar
3274,user3274,pass3274,Palu
3275,user3275,pass3275,Mamuju
3276,user3276,pass3276,Kupang
3277,user3277,pass3277,Serang
3278,user3278,pass3278,Samarinda
3279,user3279,pass3279,Makassar
3280,user3280,pass3280,Kupang
3281,user3281,pass3281,Pontianak
3282,user3282,pass3282,Salor
3283,user3283,pass3283,Kendari
3284,user3284,pass3284,Jayapura
3285,user3285,pass3285,Samarinda
3286,user3286,pass3286,Serang
3287,user3287,pass3287,Bengkulu
3288,user3288,pass3288,Manado
3289,user3289,pass3289,Pekanbaru
3290,user3290,pass3290,Kendari
3291,user3291,pass3291,Kupang
3292,user3292,pass3292,Manokwari
3293,user3293,pass3293,Salor
3294,user3294,pass3294,Mamuju
3295,user3295,pass3295,Mataram
3296,user3296,pass3296,Mamuju
3297,user3297,pass3297,Jayapura
3298,user3298,pass3298,Bengkulu
3299,user3299,pass3299,Manado
3300,user3300,pass3300,Palembang
3301,user3301,pass3301,Serang
3302,user3302,pass3302,Banda Aceh
3303,user3303,pass3303,Pangkal Pinang
3304,user3304,pass3304,Denpasar
3305,user3305,pass3305,Wanggar
3306,user3306,pass3306,Manado
3307,user3307,pass3307,Pekanbaru
3308,user3308,pass3308,Palu
3309,user3309,pass3309,Jambi
3310,user3310,pass3310,Sorong
3311,user3311,pass3311,Mamuju
3312,user3312,pass3312,Denpasar
3313,user3313,pass3313,Pontianak
3314,user3314,pass3314,Palu
3315,user3315,pass3315,Salor
3316,user3316,pass3316,Ambon
3317,user3317,pass3317,Makassar
3318,user3318,pass3318,Pekanbaru
3319,user3319,pass3319,Sofifi
3320,user3320,pass3320,Semarang
3321,user3321,pass3321,Semarang
3322,user3322,pass3322,Jambi
3323,user3323,pass3323,Pangkal Pinang
3324,user3324,pass3324,Wanggar
3325,user3325,pass3325,Banda Aceh
3326,user3326,pass3326,Sorong
3327,user3327,pass3327,Banjarmasin
3328,user3328,pass3328,Kupang
3329,user3329,pass3329,Yogyakarta
3330,user3330,pass3330,Bengkulu
3331,user3331,pass3331,Manokwari
3332,user3332,pass3332,Kendari
3333,user3333,pass3333,Jambi
3334,user3334,pass3334,Manokwari
3335,user3335,pass3335,Medan
3336,user3336,pass3336,Kendari
3337,user3337,pass3337,Jambi
3338,user3338,pass3338,Pontianak
3339,user3339,pass3339,Gorontalo
3340,user3340,pass3340,Salor
3341,user3341,pass3341,Yogyakarta
3342,user3342,pass3342,Pekanbaru
3343,user3343,pass3343,Mamuju
3344,user3344,pass3344,Banjarmasin
3345,user3345,pass3345,Makassar
3346,user3346,pass3346,Denpasar
3347,user3347,pass3347,Bengkulu
3348,user3348,pass3348,Salor
3349,user3349,pass3349,Medan
3350,user3350,pass3350,Medan
3351,user3351,pass3351,Manokwari
3352,user3352,pass3352,Ambon
3353,user3353,pass3353,Denpasar
3354,user3354,pass3354,Manado
3355,user3355,pass3355,Makassar
3356,user3356,pass3356,Pontianak
3357,user3357,pass3357,Padang
3358,user3358,pass3358,Manado
3359,user3359,pass3359,Banjarmasin
3360,user3360,pass3360,Pekanbaru
3361,user3361,pass3361,Jambi
3362,user3362,pass3362,Bandung
3363,user3363,pass3363,Pontianak
3364,user3364,pass3364,Banjarmasin
3365,user3365,pass3365,Banda Aceh
3366,user3366,pass3366,Denpasar
3367,user3367,pass3367,Pekanbaru
3368,user3368,pass3368,Banjarmasin
3369,user3369,pass3369,Medan
3370,user3370,pass3370,Bandar Lampung
3371,user3371,pass3371,Mataram
3372,user3372,pass3372,Salor
3373,user3373,pass3373,Ambon
3374,user3374,pass3374,Jayapura
3375,user3375,pass3375,Jambi
3376,user3376,pass3376,Mataram
3377,user3377,pass3377,Bandung
3378,user3378,pass3378,Denpasar
3379,user3379,pass3379,Manado
3380,user3380,pass3380,Yogyakarta
3381,user3381,pass3381,Jayapura
3382,user3382,pass3382,Palembang
3383,user3383,pass3383,Banda Aceh
3384,user3384,pass3384,Mataram
3385,user3385,pass3385,Manado
3386,user3386,pass3386,Sofifi
3387,user3387,pass3387,Mataram
3388,user3388,pass3388,Mataram
3389,user3389,pass3389,Tanjung Pinang
3390,user3390,pass3390,Mamuju
3391,user3391,pass3391,Palu
3392,user3392,pass3392,Tanjung Selor
3393,user3393,pass3393,Bandung
3394,user3394,pass3394,Pangkal Pinang
3395,user3395,pass3395,Bengkulu
3396,user3396,pass3396,Salor
3397,user3397,pass3397,Ambon
3398,user3398,pass3398,Palembang
3399,user3399,pass3399,Manado
3400,user3400,pass3400,Salor
3401,user3401,pass3401,Gorontalo
3402,user3402,pass3402,Manokwari
3403,user3403,pass3403,Pangkal Pinang
3404,user3404,pass3404,Tanjung Selor
3405,user3405,pass3405,Pangkal Pinang
3406,user3406,pass3406,Surabaya
3407,user3407,pass3407,Palu
3408,user3408,pass3408,Pangkal Pinang
3409,user3409,pass3409,Sofifi
3410,user3410,pass3410,Serang
3411,user3411,pass3411,Manokwari
3412,user3412,pass3412,Walesi
3413,user3413,pass3413,Kupang
3414,user3414,pass3414,Sofifi
3415,user3415,pass3415,Manokwari
3416,user3416,pass3416,Jambi
3417,user3417,pass3417,Mamuju
3418,user3418,pass3418,Serang
3419,user3419,pass3419,Semarang
3420,user3420,pass3420,Palembang
3421,user3421,pass3421,Banda Aceh
3422,user3422,pass3422,Semarang
3423,user3423,pass3423,Bandar Lampung
3424,user3424,pass3424,Denpasar
3425,user3425,pass3425,Manado
3426,user3426,pass3426,Medan
3427,user3427,pass3427,Manado
3428,user3428,pass3428,Pangkal Pinang
3429,user3429,pass3429,Bandung
3430,user3430,pass3430,Banjarmasin
3431,user3431,pass3431,Jayapura
3432,user3432,pass3432,Kendari
3433,user3433,pass3433,Manado
3434,user3434,pass3434,Kendari
3435,user3435,pass3435,Kupang
3436,user3436,pass3436,Medan
3437,user3437,pass3437,Pekanbaru
3438,user3438,pass3438,Surabaya
3439,user3439,pass3439,Banda Aceh
3440,user3440,pass3440,Sofifi
3441,user3441,pass3441,Jayapura
3442,user3442,pass3442,Makassar
3443,user3443,pass3443,Banda Aceh
3444,user3444,pass3444,Tanjung Pinang
3445,user3445,pass3445,Mataram
3446,user3446,pass3446,Palembang
3447,user3447,pass3447,Pekanbaru
3448,user3448,pass3448,Jayapura
3449,user3449,pass3449,Palembang
3450,user3450,pass3450,Tanjung Selor
3451,user3451,pass3451,Kupang
3452,user3452,pass3452,Pekanbaru
3453,user3453,pass3453,Manokwari
3454,user3454,pass3454,Walesi
3455,user3455,pass3455,Bandar Lampung
3456,user3456,pass3456,Samarinda
3457,user3457,pass3457,Walesi
3458,user3458,pass3458,Kupang
3459,user3459,pass3459,Samarinda
3460,user3460,pass3460,Banjarmasin
3461,user3461,pass3461,Kupang
3462,user3462,pass3462,Pontianak
3463,user3463,pass3463,Palembang
3464,user3464,pass3464,Banjarmasin
3465,user3465,pass3465,Medan
3466,user3466,pass3466,Pekanbaru
3467,user3467,pass3467,Sofifi
3468,user3468,pass3468,Surabaya
3469,user3469,pass3469,Denpasar
3470,user3470,pass3470,Palangkaraya
3471,user3471,pass3471,Padang
3472,user3472,pass3472,Denpasar
3473,user3473,pass3473,Medan
3474,user3474,pass3474,Palu
3475,user3475,pass3475,Ambon
3476,user3476,pass3476,Bandung
3477,user3477,pass3477,Surabaya
3478,user3478,pass3478,Padang
3479,user3479,pass3479,Kendari
3480,user3480,pass3480,Mataram
3481,user3481,pass3481,Manokwari
3482,user3482,pass3482,Serang
3483,user3483,pass3483,Bandar Lampung
3484,user3484,pass3484,Tanjung Selor
3485,user3485,pass3485,Pangkal Pinang
3486,user3486,pass3486,Manokwari
3487,user3487,pass3487,Palangkaraya
3488,user3488,pass3488,Jambi
3489,user3489,pass3489,Manokwari
3490,user3490,pass3490,Gorontalo
3491,user3491,pass3491,Palembang
3492,user3492,pass3492,Gorontalo
3493,user3493,pass3493,Medan
3494,user3494,pass3494,Pontianak
3495,user3495,pass3495,Walesi
3496,user3496,pass3496,Pekanbaru
3497,user3497,pass3497,Mataram
3498,user3498,pass3498,Sofifi
3499,user3499,pass3499,Palembang
3500,user3500,pass3500,Padang
3501,user3501,pass3501,Surabaya
3502,user3502,pass3502,Mataram
3503,user3503,pass3503,Jambi
3504,user3504,pass3504,Salor
3505,user3505,pass3505,Serang
3506,user3506,pass3506,Manado
3507,user3507,pass3507,Jakarta
3508,user3508,pass3508,Banjarmasin
3509,user3509,pass3509,Mamuju
3510,user3510,pass3510,Mataram
3511,user3511,pass3511,Bandung
3512,user3512,pass3512,Bandung
3513,user3513,pass3513,Sorong
3514,user3514,pass3514,Mamuju
3515,user3515,pass3515,Makassar
3516,user3516,pass3516,Wanggar
3517,user3517,pass3517,Jakarta
3518,user3518,pass3518,Salor
3519,user3519,pass3519,Sofifi
3520,user3520,pass3520,Semarang
3521,user3521,pass3521,Padang
3522,user3522,pass3522,Palangkaraya
3523,user3523,pass3523,Kupang
3524,user3524,pass3524,Serang
3525,user3525,pass3525,Palangkaraya
3526,user3526,pass3526,Bandar Lampung
3527,user3527,pass3527,Palu
3528,user3528,pass3528,Jayapura
3529,user3529,pass3529,Pekanbaru
3530,user3530,pass3530,Palu
3531,user3531,pass3531,Surabaya
3532,user3532,pass3532,Wanggar
3533,user3533,pass3533,Bandar Lampung
3534,user3534,pass3534,Palu
3535,user3535,pass3535,Medan
3536,user3536,pass3536,Pekanbaru
3537,user3537,pass3537,Serang
3538,user3538,pass3538,Sofifi
3539,user3539,pass3539,Banda Aceh
3540,user3540,pass3540,Jayapura
3541,user3541,pass3541,Mamuju
3542,user3542,pass3542,Bengkulu
3543,user3543,pass3543,Padang
3544,user3544,pass3544,Manokwari
3545,user3545,pass3545,Gorontalo
3546,user3546,pass3546,Jambi
3547,user3547,pass3547,Banjarmasin
3548,user3548,pass3548,Palu
